Video ID,Comment ID,comments,Likes
MwpMEbgC7DA,UgyFybcJn-9S4Kw6YPl4AaABAg,It's  a  masterpiece,0
MwpMEbgC7DA,UgwPQlfEg-OLo5pHVVF4AaABAg,Honestly    I  think  the  saddest  sound  ever  is  the  crack  in  someone's  voice  when  they're  on  the  verge  of  tears,2836
MwpMEbgC7DA,UgxXD_dNnmGtfssEGyB4AaABAg,i  can  never  listen  to  this  without  crying,21
MwpMEbgC7DA,UgySz0Welx6A24k98h54AaABAg,I  wish  i    heard  this  song  sooner  back  when    it  was  released  so  that  i  could  feel  nostalgic  listening  to  it  remembering  the  old  days  and  knowing  those  days  won't  come  back  no  more  just  memories  left      ,0
MwpMEbgC7DA,UgyAAB41pMOFxSMU9i54AaABAg,2021  i  still  listen  this  masterpiece        ,2
MwpMEbgC7DA,UgwzYy6DQFpxP-Pt7wB4AaABAg,It  took  me  8  years  to  find  out  that  such  a  good  song  exists,5402
MwpMEbgC7DA,UgwMLQ0OfraeMPVVN9h4AaABAg,This  is  once  my  favorite  song  of  all  the  time,1
MwpMEbgC7DA,UgxdUckvEcZ9Wl_WwjZ4AaABAg,i  love  how  the  music  video  symbolises  the  camera  or  us    the  person  he  keeps  looking  at  as  the  other  love  all  his  tears  have  been  used  up  on    and  the  message  of  the  song  is  actually  meant  for  the  girl  beside  him,26
MwpMEbgC7DA,UgzdMWx8q_xtW5hmGNF4AaABAg,This  song  is  legendary    can't  believe  it  was  made  so  long  ago,5
MwpMEbgC7DA,Ugx7EGsH7T_tdoUxdvV4AaABAg,  Respect  your  pillow    because  it  was  there  to  catch  your  tears  when  nobody  else  did    ,4754
MwpMEbgC7DA,Ugw05YZBq8A97uoxRmZ4AaABAg,This  song  has  spoken  and  continues  to  speak  to  an  undeniable  piece  of  my  soul,5
MwpMEbgC7DA,Ugz4XzfWAeHLLHiALGV4AaABAg,This  is  still  a  legend  of  a  song,0
MwpMEbgC7DA,Ugzu4MZStR5XtCLvQV14AaABAg,I  was  listening  to  a  remix  for  at  least  4  5  years  and  I  just  came  back  to  the  original    I  forgot  how  good  it  was      Great  song  Tom      ,0
MwpMEbgC7DA,UgxtCBV0BFaXo7WpbTx4AaABAg,Can  we  talk  about  how  bad  it  is  when  you're  helping  your  friends  and  always  being  the  supportive  friend  while  you're  already  mentally  and  emotinally  destroyed    ,2624
MwpMEbgC7DA,Ugwh5PvAbtuqSeawWLx4AaABAg,9  years  later  and  still  loving  this  song  ,0
MwpMEbgC7DA,UgzHykdRU_lnNDWtIC54AaABAg,19  11  2021  and  still  listening  to  this  masterpiece  ,0
MwpMEbgC7DA,UgzzqTs2fl_K83wigSx4AaABAg,2015    crying    2016    crying  2017    crying    2018    still  crying  2019    cryig  harder  2020    crying  2021    crying  and  hoping  i  will  not  feel  the  lyrics  again,2569
MwpMEbgC7DA,Ugza9QtnYmV3aM3SuC94AaABAg,A  song  my  mother  introduced  me  to    she  s  in  the  hospital  now  and  the  part  all  my  tears  have  been  used  up  hits  hard,18
MwpMEbgC7DA,UgxMtU9RRmesKBNmp9d4AaABAg,After  9  years      people  still  listening    OLD  IS  GOLD  ,38
MwpMEbgC7DA,UgxCCgUnG9yAvXHvekt4AaABAg,I  can  listen  to  this  song  a  thousand  times    and  it  still  reminds  me  of  greys  anatomy  ,5
MwpMEbgC7DA,Ugw3emC67DmQlHHE7X94AaABAg,song  hits  different  when  you  ve  been  cheated  on  by  someone  who  claimed  they  loved  you  so  much    that  at  some  points  they  d  breakdown  crying  in  front  of  you  because  you  re  so  special      no  one  has  ever  loved  them  the  way  you  do    and  of  course  you  love  them  so  much    you  cut  everyone  off    you  loose  yourself  for  them    you  re  carrying  their  child  but  when  they  admit  to  cheating  everything  you  once  knew  changes    you  no  longer  know  who  they  are    you  feel  like  you  lost  someone  you  don  t  even  know  if  they  existed    you  don  t  even  know  if  you  re  loving  the  same  person    everything  is  confusing,2
MwpMEbgC7DA,Ugx9ug_MRLta4mFxgVB4AaABAg,Today    9  years  later  and  so  many  people  are  still  listening  to  it    This  song  is  a  masterpiece  ,2322
MwpMEbgC7DA,Ugyw0Et3h7yuMnwGum14AaABAg,Amazing  act    amazing  lyrics    beautiful  girl  and  handsome  boy    Masterpiece  of  a  song    ,2
MwpMEbgC7DA,UgxbVw9p7yYyDcBFDkl4AaABAg,  How  beautiful  this  song  is  ,2
MwpMEbgC7DA,UgzhYsJ9j-GIfQp9JZd4AaABAg,sometimes  it's  hard  to  love  someone  else  when  the  heart  belongs  to  only  one    A  beautiful  song  and  a  good  job  ,0
MwpMEbgC7DA,Ugyv2XAvS321b25j7bx4AaABAg,This  man  has  created  the  best  song  to  ever  exsist  ,946
MwpMEbgC7DA,Ugxrt9bdneS9oPuUg2F4AaABAg,How  is  this  song  still  describing  my  feelings,1
MwpMEbgC7DA,UgxubaQnVelACUZZXo54AaABAg,9  years        9  years  of  this  greatness  ,3
MwpMEbgC7DA,Ugw4l_yr108LuTREubt4AaABAg,We're  almost  going  to  2022  and  I'm  still  listening  to  this  song      ,2
MwpMEbgC7DA,UgxJ-mI0bqjkJbEI5Pp4AaABAg,I  wasn't  listening  to  this  song  for  anyone    no  one  was  listening  for  me    but  now  I  will  listen  to  people  here  who  are  heartbroken    have  bad  lessons    have  bad  relations  with  their  families    have  been  abused    have  experienced  bad  things    and  for  myself  ,60
MwpMEbgC7DA,Ugx21Wcz_niKJyl_SyZ4AaABAg,Imagine  being  19  and  writing  something  so  meaningful  that  even  someone  in  their  30's  couldn't  write  ,2889
MwpMEbgC7DA,UgxqlvjvbnzbhR2il1J4AaABAg,9  years  old    and  I  was  in  full  11  8  21  here  listening  to  this  masterpiece    ,2
MwpMEbgC7DA,UgwbxBZARCq2olfRX0p4AaABAg,This  song  is  a  masterpiece  and  now  you're  listening  to  this  song  after  9  years    ,0
MwpMEbgC7DA,Ugzi_RtTCvWbYPwiARd4AaABAg,Every  day  i  listening  to  this  song  is  a    day  in  a    another  love  ,2
MwpMEbgC7DA,Ugzs5aUspvr5Zifcp0R4AaABAg,really  masterpiece  ,0
MwpMEbgC7DA,UgwC2WSvyPZTDvvLDMZ4AaABAg,It  doesn  t  matter  how  happy  you  are    this  song  will  make  you  sad,5252
MwpMEbgC7DA,Ugw9UIFuabow4vZhf0J4AaABAg,I  finally  found  a  song  that  exactly  decribes  how  i  feel    so  powerfull  lyrics    beautiful  melody      ou  shit        such  a  masterpiece    respect        ,9
MwpMEbgC7DA,Ugxj3Vw4c_Ip9LDD-w94AaABAg,I  always  cry  when  I  hear  it  because  it  reminds  me  of  my  dad,2
MwpMEbgC7DA,UgyEWU-TSN_0DjelENd4AaABAg,This  is  insane    everytime  i  hear  this  i'm  thinking  about  my  Grandvather    It's  the  most  emotional  and  hartbreaking  song  i  ever  heard    Im  just  crying  by  hearing  it  ,18
MwpMEbgC7DA,Ugx_7jc7Vw_bHg7Zj0Z4AaABAg,This  song  will  make  you  sad  even  if  you  re  not,2668
MwpMEbgC7DA,UgxRSdQVTh0QKn5qwcN4AaABAg,Every  time  I  listen  to  this  song  I  feel  like  crying  ,0
MwpMEbgC7DA,Ugwkf9yZVo5JZNX_7I94AaABAg,This  song  is  so  good  like  I  love  it  keep  this  another  love  around  ,0
MwpMEbgC7DA,UgxTdsvFBlAlrEVo-kp4AaABAg,  On  another  love    sounds  like    a  novel  love    to  me    and  it  breaks  my  heart  a  trillion  times  ,6
MwpMEbgC7DA,UgxL_0R6rBKXtRvfHrB4AaABAg,I  wanna  take  you  somewhere  so  you  know  I  care  But  it's  so  cold  and  I  don't  know  where  I  brought  you  daffodils  in  a  pretty  string  But  they  won't  flower  like  they  did  last  spring  And  I  wanna  kiss  you    make  you  feel  alright  I'm  just  so  tired  to  share  my  nights  I  wanna  cry  and  I  wanna  love  But  all  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  Oh  oh    Oh  oh  oh  oh  oh  oh  Oh  oh  oh  oh  oh  oh  And  if  somebody  hurts  you    I  wanna  fight  But  my  hand's  been  broken    one  too  many  times  So  I'll  use  my  voice    I'll  be  so  fucking  rude  Words  they  always  win    but  I  know  I'll  lose  And  I'd  sing  a  song    that'd  be  just  ours  But  I  sang  'em  all  to  another  heart  And  I  wanna  cry    I  wanna  learn  to  love  But  all  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  Oh  oh  I  wanna  sing  a  song    that'd  be  just  ours  But  I  sang  'em  all  to  another  heart  And  I  wanna  cry    I  wanna  fall  in  love  But  all  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  On  another  love    another  love  All  my  tears  have  been  used  up  oh  oh    oh,3
MwpMEbgC7DA,UgxZqO-iiR0ztYUlWM14AaABAg,  Promise  me  this  is  forever          Promise        what  a  moment          will  always  be  history    3,2566
MwpMEbgC7DA,UgzM4Pf_5KEfjxxIqrR4AaABAg,People  ask  me  why  I  haven't  found  someone  again  after  all  this  time        All  my  tears  have  been  used  up  on  another  love  ,19
MwpMEbgC7DA,Ugy2U_bCjPMXAgfhUdF4AaABAg,I  Nei  believe  that  after  9  years  I  still  listen  to  this  song  to  cry  another  love  ,1
MwpMEbgC7DA,UgxrO2qEWp162mOQAjF4AaABAg,such  a  perfect  song    deep  and  great,1
MwpMEbgC7DA,Ugw1KEB5mGkeIuFMtoh4AaABAg,2020    crying  2021    crying  to  hard  2021    crying  with  out  feels  2021    crying    it  can  t  be  better,1787
MwpMEbgC7DA,UgwfUHs7aA3FMD8MS8p4AaABAg,I  still  miss  her  everyday  and  wish  I  could  have  done  things  differently        Here's  to  moving  forward  ,29
MwpMEbgC7DA,Ugxal9CWMXqHPLVwN8d4AaABAg,THIS  piano  song  is  great  and  very  soulful    just  TOP    and  the  hair  cut  is  also  great  on  YOU    HOT  ,0
MwpMEbgC7DA,Ugwuvy9mNctAex9QJl54AaABAg,  Promise  me  this  is  forever        I  promise    ,3127
MwpMEbgC7DA,UgyqgVl8byI3e_fSDD94AaABAg,this  song  is  very  beautiful    i  like  to  listen  to  it    to  forget  about  the  problems  ,0
MwpMEbgC7DA,UgyGTnjl8izTcNaSRMV4AaABAg,347M  views      To  all  the  347  million      your  music  taste  is  GOLD    PURE  GOLD  ,2
MwpMEbgC7DA,UgyuW_iqpHfID6q-C2l4AaABAg,This  song  is  all  that  is  good    ,0
MwpMEbgC7DA,Ugycyo8XuAkc0lWq7ld4AaABAg,If  you  survived  a  worldwide  pandemic  and  have  played  this  video    you  deserve  to  win  in  life  ,1828
MwpMEbgC7DA,Ugw4iMmgDB9TWH5EwvR4AaABAg,best  music  smooth  and  aggressive  at  the  same  time,3
MwpMEbgC7DA,UgwoqXRO7bIStlNvvEV4AaABAg,No  big  editing    just  a  man  sitting  in  a  chair    staring  into  a  camera  while  creating  a  masterpiece  ,2228
MwpMEbgC7DA,UgxswwPhxZ2-Xswa5iF4AaABAg,I'm  from  the  future  and  this  song  is  still  one  of  the  most  popular  songs,0
MwpMEbgC7DA,Ugx6GziA9VcyRvxE9TV4AaABAg,Back  in  2012  this  song  came  out  and  I  was  like  this  is  okey    But  then  all  over  those  years  until  today    13th  November  2021    I  am  here  listening  to  this  5  times  a  day  and  wordering  if  there  is  possible  to  some  singer  make    a  masterpiece  like  this  song    Thank  you  Tom  Odell  ,14
MwpMEbgC7DA,Ugy13p1o9GZrlNu_tUB4AaABAg,After  9  years  I  finally  understand  what  that  song  means  to  me    It's  a  song  for  those  who  fight  with  themselves    Who  are  tired  of  life    mental  illnesses    toxic  relationships    and  they  try    they  trying  so  hard  to  be  like  they  used  to  be    but  they  can't    Too  much  has  happened    But  they  still  want  to  love  and  to  be  loved    They  just  don't  know  how  to  trust  and  open  up  this  last  time    Now  I  feel  it  having  all  this  baggage  of  experience  on  my  back  ,2654
MwpMEbgC7DA,UgyK3BxreVzQTkRFV5J4AaABAg,I  listen  to  this  song  everyday  i  swear  tgis  is  the  most  beautiful  song  i  ever  heard  without  this  i  cant  fall  asleep,4
MwpMEbgC7DA,UgybNLHzIlYSruV5h6d4AaABAg,It  s  been  9  years  and  this  shit  still  active,1
MwpMEbgC7DA,UgxhTXTTHRwZVZfnv4x4AaABAg,A  Message  to  future  generations    Don't  let  this  song  Die  ,3528
MwpMEbgC7DA,UgyvvT8T6ljHZflrS0J4AaABAg,Still  here  after  9  years  Still  crying  with  my  eyes  out,6
MwpMEbgC7DA,Ugypr2bctmqJ7dfPr6x4AaABAg,This  Song  hits  hard  when  you  can  identifie  with  it,0
MwpMEbgC7DA,UgzdJwhtD34-__D4g8R4AaABAg,Every  time  I  hear  this  song    i  feel  like  i  wanna  fall  in  love  or  something  idk  is  just  an  great  song  ,4
MwpMEbgC7DA,UgzCD5ScVZF1QLfiRAB4AaABAg,Who  s  sad  and  still  listening  in  June  2021    I  will  NEVER  get  tired  of  this  masterpiece  ,1997
MwpMEbgC7DA,UgyQ2iWLDbNaonX7MzV4AaABAg,A  song  that  will  never  go  past  its  time    ,0
MwpMEbgC7DA,Ugy4eNx58WEdMmRXdLl4AaABAg,I  remember  those  cold  nights  of  December  2012  when  I  first  listened  to  this  song  and  it  became  an  addiction    My  worst  time    It  wasn't  some  high  school  shit  but  it  told  me  how  in  the  end  of  suffering  we  find  ourselves      but  still  a  part  of  us  is  used  up  combating  that  suffering  which  we  found  ourselves  into    And  again  December  is  approaching  and  I  am  Here  once  again    2012  2021    From  Kid  to  Man    From  Messed  to  fucked    From  delusion  to  Reality,23
MwpMEbgC7DA,UgxKUW7ae3DQTigGQDx4AaABAg,i  dunno  how  much  more  i  can  cry  for  this  girl    there  aint  no  another  love  ,0
